MeterID,Zone,ConsumerType,Date,EnergyConsymed_kwh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR1373,North,Industrial,21-01-2025,1789.2,55.8,1,Active,9.5
MTR1374,Central,Industrial,06-08-2025,1670,62.2,23,Active,9.5
MTR1375,North,Residential,28-10-2025,259.2,9.9,8,Active,6.5
MTR1376,North,Industrial,17-05-2025,1687.5,57,6,Active,9.5
MTR1377,South,Commercial,21-06-2025,680.5,19.9,5,Active,8.2
MTR1378,South,Residential,22-11-2025,336.8,13.4,15,Active,6.5
MTR1379,North,Residential,10-05-2025,204.3,6,11,Faulty,6.5
MTR1380,North,Residential,26-09-2025,290.1,8.7,0,Faulty,6.5
MTR1381,Central,Residential,18-04-2025,265.6,9,37,Active,6.5
MTR1382,Central,Commercial,16-06-2025,688.8,23.8,7,Active,8.2
MTR1383,North,Industrial,03-04-2025,1559.9,58,0,Active,9.5
MTR1384,Central,Commercial,11-11-2025,767.8,25.8,9,Faulty,8.2
MTR1385,North,Residential,04-12-2025,254.7,8.1,8,Active,6.5
MTR1386,South,Industrial,26-10-2025,1340.2,47.1,10,Faulty,9.5
MTR1387,South,Residential,26-12-2025,241.6,8,3,Active,6.5
MTR1388,Central,Industrial,05-12-2025,1586.9,52,5,Active,9.5
MTR1389,South,Industrial,15-12-2025,1918.8,59.3,0,Active,9.5
MTR1390,South,Industrial,30-08-2025,1303.3,48.9,2,Active,9.5
MTR1391,Central,Commercial,16-10-2025,956.3,29.3,4,Active,8.2
MTR1392,Central,Commercial,11-05-2025,728.9,25.9,31,Active,8.2
MTR1393,North,Commercial,23-08-2025,523.4,15.4,3,Active,8.2
MTR1394,South,Residential,25-12-2025,271.5,9.1,17,Active,6.5
MTR1395,Central,Residential,16-07-2025,319.9,9.5,3,Faulty,6.5
MTR1396,North,Commercial,05-01-2025,837.5,30.4,0,Active,8.2
MTR1397,North,Commercial,13-07-2025,776.8,30.9,24,Active,8.2
MTR1398,Central,Residential,17-04-2025,176.9,5.5,42,Active,6.5
MTR1399,Central,Industrial,03-02-2025,1808.5,68.8,0,Active,9.5
MTR1400,South,Industrial,24-06-2025,1489.1,54.5,6,Active,9.5
MTR1401,Central,Industrial,04-04-2025,1604,49.3,1,Active,9.5
MTR1402,Central,Industrial,25-11-2025,1623.8,56.7,16,Active,9.5
MTR1403,South,Industrial,25-08-2025,1606.5,48.5,4,Active,9.5
MTR1404,North,Commercial,29-04-2025,915.9,29.5,5,Active,8.2
MTR1405,Central,Residential,05-05-2025,289,9,6,Active,6.5
MTR1406,Central,Residential,03-06-2025,244.8,7.5,1,Active,6.5
MTR1407,North,Industrial,27-12-2025,1376.7,43.2,10,Active,9.5
MTR1408,North,Industrial,16-03-2025,1006.4,39.8,17,Active,9.5
MTR1409,Central,Commercial,20-09-2025,654.4,21.9,5,Active,8.2
MTR1410,North,Industrial,27-11-2025,1257.5,45,0,Active,9.5
MTR1411,South,Commercial,06-01-2025,726.5,21.7,4,Active,8.2
MTR1412,Central,Commercial,28-02-2025,863.7,28.8,0,Active,8.2
MTR1413,Central,Industrial,16-05-2025,1600.9,54.5,8,Active,9.5
MTR1414,North,Residential,02-11-2025,321.5,10.7,1,Active,6.5
MTR1415,North,Commercial,25-01-2025,800,23,0,Faulty,8.2
MTR1416,North,Industrial,01-02-2025,1884.6,64.5,1,Active,9.5
MTR1417,North,Residential,29-01-2025,242.4,9.7,11,Active,6.5
MTR1418,South,Residential,10-11-2025,222,8.8,0,Active,6.5
MTR1419,North,Commercial,01-06-2025,715.5,23.2,4,Active,8.2
MTR1420,North,Residential,18-04-2025,321.6,11.1,0,Faulty,6.5
MTR1421,Central,Industrial,20-08-2025,1347.3,53.1,1,Active,9.5
MTR1422,North,Residential,16-10-2025,216.4,8.1,3,Active,6.5
MTR1423,North,Residential,26-04-2025,328,12.3,6,Active,6.5
MTR1424,North,Residential,10-06-2025,279.9,8.3,0,Active,6.5
MTR1425,South,Residential,29-04-2025,269.5,10.6,0,Active,6.5
MTR1426,South,Residential,29-10-2025,174.2,6.7,22,Active,6.5
MTR1427,North,Industrial,05-04-2025,1518.7,58,5,Active,9.5
MTR1428,Central,Industrial,01-03-2025,1810,70,4,Active,9.5
MTR1429,Central,Residential,27-05-2025,263.8,8.2,16,Active,6.5
MTR1430,North,Industrial,17-01-2025,1411.4,43.8,3,Active,9.5
MTR1431,South,Commercial,02-07-2025,687.9,23.3,6,Active,8.2
MTR1432,Central,Industrial,15-07-2025,1749.1,52,1,Active,9.5
MTR1433,South,Residential,08-09-2025,215.7,6.4,0,Active,6.5
MTR1434,Central,Industrial,28-02-2025,1521,55.5,3,Active,9.5
MTR1435,South,Commercial,30-09-2025,860.6,30.7,6,Active,8.2
MTR1436,South,Commercial,29-07-2025,703.3,23.8,16,Active,8.2
MTR1437,South,Commercial,19-09-2025,805.9,32,24,Active,8.2
MTR1438,North,Commercial,18-10-2025,728.5,27.7,6,Active,8.2
MTR1439,Central,Residential,27-03-2025,294.5,10,3,Active,6.5
MTR1440,North,Residential,10-02-2025,277,8.4,2,Active,6.5
MTR1441,South,Industrial,11-06-2025,1610.8,60.3,8,Active,9.5
MTR1442,South,Residential,08-08-2025,304.3,11.5,3,Active,6.5
MTR1443,South,Residential,21-03-2025,231.9,7.3,17,Faulty,6.5
MTR1444,North,Commercial,01-10-2025,897.7,35.4,5,Faulty,8.2
MTR1445,North,Industrial,02-07-2025,1771.7,54.8,1,Active,9.5
MTR1446,South,Industrial,18-11-2025,1579.7,47.7,0,Active,9.5
MTR1447,Central,Residential,05-04-2025,250.5,7.3,9,Faulty,6.5
MTR1448,South,Industrial,31-12-2025,1433.8,41.4,11,Active,9.5
MTR1449,North,Commercial,17-06-2025,1022.2,33.4,6,Active,8.2
MTR1450,North,Residential,29-05-2025,237.2,7.4,0,Faulty,6.5
MTR1451,North,Residential,25-04-2025,217.5,7.6,7,Active,6.5
MTR1452,North,Residential,27-04-2025,355.6,13.8,4,Active,6.5
MTR1453,Central,Industrial,04-11-2025,1654,48.6,15,Active,9.5
MTR1454,South,Commercial,25-10-2025,760.9,25.3,16,Active,8.2
MTR1455,South,Residential,10-08-2025,258.8,7.8,8,Active,6.5
MTR1456,North,Residential,10-03-2025,255.1,7.8,15,Faulty,6.5
MTR1457,South,Commercial,05-04-2025,718.3,28.2,0,Active,8.2
MTR1458,Central,Residential,14-12-2025,217.3,6.8,11,Active,6.5
MTR1459,South,Industrial,02-12-2025,1583.1,58.7,14,Active,9.5
MTR1460,Central,Industrial,10-12-2025,1596.1,49.8,2,Active,9.5
MTR1461,North,Commercial,03-09-2025,728,23.9,24,Active,8.2
MTR1462,South,Commercial,14-10-2025,817.6,28.7,29,Active,8.2
MTR1463,Central,Commercial,07-12-2025,868.6,26.8,3,Active,8.2
MTR1464,South,Industrial,12-06-2025,1566.9,46.2,2,Active,9.5
MTR1465,South,Commercial,01-08-2025,909.9,27.2,22,Active,8.2
MTR1466,Central,Industrial,15-06-2025,1503.6,59.7,16,Active,9.5
MTR1467,South,Residential,10-06-2025,267.4,9.7,9,Active,6.5
MTR1468,South,Commercial,01-08-2025,979.5,28.4,2,Active,8.2
MTR1469,Central,Commercial,25-01-2025,881.1,33.7,7,Active,8.2
MTR1470,Central,Residential,23-05-2025,284.3,10,2,Active,6.5
MTR1471,Central,Commercial,22-10-2025,1075.2,38.7,2,Active,8.2
MTR1472,North,Commercial,15-03-2025,774.2,27.1,0,Active,8.2
MTR1473,Central,Industrial,18-10-2025,1824.7,57.1,18,Active,9.5
MTR1474,South,Residential,04-09-2025,281,8.1,17,Active,6.5
MTR1475,Central,Industrial,07-05-2025,1495,58,5,Faulty,9.5
MTR1476,Central,Industrial,30-08-2025,1748,56.9,7,Active,9.5
MTR1477,Central,Residential,16-10-2025,357.2,11.1,15,Active,6.5
MTR1478,South,Industrial,15-10-2025,1735.2,52.1,6,Active,9.5
MTR1479,Central,Industrial,11-07-2025,1523.2,59.7,0,Active,9.5
MTR1480,South,Commercial,02-05-2025,858.9,26.9,2,Active,8.2
MTR1481,South,Residential,15-08-2025,204.2,6.3,1,Active,6.5
MTR1482,North,Residential,15-08-2025,270.6,7.9,7,Faulty,6.5
MTR1483,South,Industrial,22-06-2025,1542.7,44.5,26,Active,9.5
MTR1484,South,Commercial,05-01-2025,927.2,30.1,7,Active,8.2
MTR1485,Central,Residential,16-08-2025,191.6,6.1,7,Active,6.5
MTR1486,South,Commercial,05-03-2025,806,28.6,1,Active,8.2
MTR1487,North,Commercial,09-03-2025,878,32.8,11,Active,8.2
MTR1488,Central,Industrial,07-06-2025,1636.2,59.8,15,Active,9.5
MTR1489,South,Commercial,19-09-2025,893.4,29.3,7,Active,8.2
MTR1490,Central,Industrial,08-06-2025,1620.9,52.4,3,Active,9.5
MTR1491,South,Industrial,21-03-2025,1617.8,50.8,1,Active,9.5
MTR1492,South,Residential,06-08-2025,241.6,8.4,1,Active,6.5
MTR1493,Central,Residential,13-11-2025,328.2,9.7,7,Active,6.5
MTR1494,Central,Commercial,06-07-2025,847.8,25.4,5,Faulty,8.2
MTR1495,Central,Residential,19-02-2025,252.3,8.3,4,Active,6.5
MTR1496,South,Residential,01-09-2025,197.9,6.7,2,Active,6.5
MTR1497,North,Industrial,10-04-2025,1727.3,50.1,3,Active,9.5
MTR1498,South,Commercial,29-05-2025,859.3,25.2,9,Active,8.2
MTR1499,North,Industrial,20-05-2025,1271.3,47.4,0,Active,9.5
MTR1500,Central,Residential,10-12-2025,284.5,11.1,0,Active,6.5
MTR1501,North,Commercial,13-06-2025,889.4,30.2,5,Active,8.2
MTR1502,North,Commercial,28-01-2025,1030.9,31.7,4,Active,8.2
MTR1503,South,Commercial,19-06-2025,727.3,24.2,9,Active,8.2
MTR1504,Central,Commercial,11-11-2025,939.4,29,7,Active,8.2
MTR1505,North,Commercial,16-03-2025,928.4,32.6,1,Active,8.2
MTR1506,North,Residential,21-04-2025,290.2,8.6,18,Active,6.5
MTR1507,North,Residential,24-12-2025,288,11.1,2,Faulty,6.5
MTR1508,North,Commercial,14-10-2025,752.6,26.7,3,Active,8.2
MTR1509,North,Commercial,07-09-2025,659.4,20.5,13,Active,8.2
MTR1510,Central,Commercial,26-11-2025,965.6,31.3,4,Active,8.2
MTR1511,South,Residential,21-02-2025,284.1,9.5,0,Active,6.5
MTR1512,South,Residential,03-10-2025,248.5,9.5,1,Active,6.5
MTR1513,South,Industrial,14-10-2025,1408.4,41,13,Active,9.5
MTR1514,Central,Commercial,15-10-2025,995.8,32.2,5,Active,8.2
MTR1515,South,Industrial,21-07-2025,1789.4,53.8,0,Active,9.5
MTR1516,North,Residential,02-10-2025,250.9,9.3,1,Active,6.5
MTR1517,North,Residential,14-06-2025,197.4,5.8,0,Active,6.5
MTR1518,South,Commercial,16-01-2025,911.8,32.1,3,Active,8.2
MTR1519,Central,Industrial,29-07-2025,1809,66.8,14,Active,9.5
MTR1520,South,Residential,10-06-2025,302.8,10.5,8,Active,6.5
MTR1521,Central,Residential,05-01-2025,251.6,8.7,6,Active,6.5
MTR1522,South,Industrial,12-11-2025,1630.8,48.8,17,Active,9.5
MTR1523,North,Industrial,13-06-2025,1287.8,44.6,2,Active,9.5
MTR1524,South,Residential,11-08-2025,308.8,12.3,18,Active,6.5
MTR1525,South,Residential,27-02-2025,214.6,7.1,0,Active,6.5
MTR1526,North,Commercial,15-03-2025,777.1,27,15,Active,8.2
MTR1527,Central,Industrial,25-09-2025,1651.3,47.5,8,Active,9.5
MTR1528,North,Residential,23-03-2025,222.1,8.3,8,Active,6.5
MTR1529,North,Residential,15-08-2025,243.1,7.9,15,Active,6.5
MTR1530,North,Commercial,07-11-2025,853.8,25.9,25,Active,8.2
MTR1531,South,Industrial,12-03-2025,1847.6,73.3,7,Active,9.5
MTR1532,North,Residential,21-12-2025,247.4,8.3,3,Active,6.5
MTR1533,Central,Residential,10-03-2025,206.2,6.8,38,Active,6.5
MTR1534,North,Residential,04-07-2025,208.2,6.5,0,Active,6.5
MTR1535,Central,Commercial,03-02-2025,808.9,28.1,3,Faulty,8.2
MTR1536,South,Residential,04-05-2025,272.7,10.1,4,Active,6.5
MTR1537,North,Industrial,23-12-2025,1404.1,50.1,37,Active,9.5
MTR1538,Central,Residential,06-02-2025,226.4,6.9,6,Active,6.5
MTR1539,North,Commercial,19-06-2025,524.2,20.1,12,Active,8.2
MTR1540,Central,Industrial,30-12-2025,1013.9,32.2,2,Active,9.5
MTR1541,North,Commercial,10-07-2025,748.8,23.8,19,Active,8.2
MTR1542,South,Commercial,12-08-2025,869.6,30.3,3,Active,8.2
MTR1543,North,Residential,03-02-2025,221.1,8.4,29,Active,6.5
MTR1544,North,Industrial,21-07-2025,1559.7,52.8,17,Active,9.5
MTR1545,Central,Residential,28-01-2025,251.2,9.4,7,Active,6.5
MTR1546,Central,Residential,23-01-2025,238.8,8.1,1,Active,6.5
MTR1547,South,Residential,01-05-2025,243.7,7.6,18,Active,6.5
MTR1548,South,Commercial,27-10-2025,846.3,26.1,5,Active,8.2
MTR1549,North,Industrial,25-09-2025,1758,61.4,14,Faulty,9.5
MTR1550,North,Residential,22-11-2025,168.9,5.4,2,Active,6.5
MTR1551,North,Residential,07-07-2025,257.2,9.8,20,Active,6.5
MTR1552,South,Industrial,14-01-2025,1566.3,52.5,2,Active,9.5
MTR1553,Central,Commercial,17-02-2025,508.1,17.1,17,Active,8.2
MTR1554,North,Residential,03-10-2025,199.6,6,10,Active,6.5
MTR1555,South,Industrial,05-11-2025,1408.3,46.3,1,Active,9.5
MTR1556,Central,Commercial,02-09-2025,867.4,26,2,Active,8.2
MTR1557,North,Residential,18-04-2025,320.6,10.4,7,Active,6.5
MTR1558,South,Residential,19-02-2025,203.6,7.1,0,Active,6.5
MTR1559,North,Residential,20-12-2025,305.2,9.7,16,Active,6.5
MTR1560,Central,Commercial,01-05-2025,988,38.1,2,Active,8.2
MTR1561,North,Industrial,08-08-2025,1547.7,50.6,7,Active,9.5
MTR1562,North,Industrial,01-11-2025,1172.3,46.4,1,Active,9.5
MTR1563,South,Commercial,23-04-2025,659.1,23.8,2,Active,8.2
MTR1564,South,Commercial,15-08-2025,772.4,25.5,10,Active,8.2
MTR1565,North,Industrial,28-12-2025,1492,50.8,7,Active,9.5
MTR1566,Central,Residential,14-06-2025,261.4,8.7,2,Active,6.5
MTR1567,Central,Industrial,31-07-2025,2046.6,58.7,1,Active,9.5
MTR1568,South,Commercial,19-11-2025,846.5,31.1,32,Faulty,8.2
MTR1569,North,Commercial,01-03-2025,757.4,22.8,19,Active,8.2
MTR1570,South,Industrial,05-06-2025,1859,70.5,6,Active,9.5
MTR1571,North,Commercial,20-01-2025,723.1,24.5,13,Active,8.2
MTR1572,South,Industrial,10-07-2025,2164.4,82.4,12,Active,9.5
MTR1573,Central,Residential,18-05-2025,241.4,7.7,0,Faulty,6.5
MTR1574,South,Commercial,07-01-2025,538.3,17.1,7,Active,8.2
MTR1575,Central,Industrial,12-01-2025,1732.5,56.5,25,Active,9.5
MTR1576,Central,Commercial,06-11-2025,614.7,19.7,12,Active,8.2
MTR1577,Central,Commercial,16-02-2025,614.4,19.7,8,Active,8.2
MTR1578,Central,Industrial,23-01-2025,1950.8,72.6,4,Faulty,9.5
MTR1579,North,Residential,02-03-2025,224.2,7.3,1,Active,6.5
MTR1580,North,Residential,01-10-2025,181,6.8,1,Active,6.5
MTR1581,North,Industrial,30-06-2025,1470.4,43.3,20,Active,9.5
MTR1582,South,Commercial,11-11-2025,902.2,34.2,10,Active,8.2
MTR1583,North,Residential,02-11-2025,325.4,11.8,6,Active,6.5
MTR1584,North,Commercial,09-11-2025,849.3,24.5,15,Active,8.2
MTR1585,South,Commercial,04-02-2025,823,30.6,1,Active,8.2
MTR1586,North,Industrial,08-08-2025,1543.9,44.7,30,Active,9.5
MTR1587,South,Industrial,17-03-2025,1569,45,2,Active,9.5
MTR1588,North,Residential,07-07-2025,233.5,9.1,1,Active,6.5
MTR1589,North,Residential,12-05-2025,270.4,10.2,5,Active,6.5
MTR1590,Central,Industrial,15-07-2025,1547,59.3,6,Active,9.5
MTR1591,Central,Residential,30-08-2025,225.8,8,3,Active,6.5
MTR1592,Central,Commercial,17-04-2025,987,29.9,3,Active,8.2
MTR1593,South,Industrial,18-01-2025,2121.3,64.5,9,Active,9.5
MTR1594,Central,Residential,09-03-2025,307,11.2,6,Active,6.5
MTR1595,North,Commercial,26-12-2025,934.4,29.9,3,Active,8.2
MTR1596,South,Residential,08-05-2025,285.1,10.4,7,Active,6.5
MTR1597,North,Commercial,03-07-2025,819.5,25.6,31,Active,8.2
MTR1598,Central,Industrial,10-08-2025,1959,67.5,0,Active,9.5
MTR1599,North,Industrial,24-07-2025,1511.6,43.9,11,Active,9.5
MTR1600,North,Residential,30-05-2025,252,8.7,2,Active,6.5
MTR1601,North,Residential,03-11-2025,260.3,9.4,6,Active,6.5
MTR1602,South,Industrial,24-02-2025,1905.4,67.4,8,Active,9.5
MTR1603,Central,Industrial,03-10-2025,1649.8,50.3,21,Active,9.5
MTR1604,Central,Residential,15-10-2025,252.5,8,20,Active,6.5
MTR1605,South,Commercial,16-05-2025,757.4,23.3,11,Active,8.2
MTR1606,North,Commercial,28-12-2025,938.6,27,18,Faulty,8.2
MTR1607,Central,Industrial,08-03-2025,1676.1,51.2,28,Active,9.5
MTR1608,South,Commercial,30-04-2025,784,26.1,3,Active,8.2
MTR1609,North,Commercial,04-11-2025,1038.4,40.2,3,Active,8.2
MTR1610,South,Residential,31-05-2025,274.2,8.8,10,Active,6.5
MTR1611,North,Residential,07-02-2025,251.5,7.6,0,Active,6.5
MTR1612,South,Commercial,16-02-2025,587,19.3,0,Active,8.2
MTR1613,South,Residential,18-11-2025,247.5,8.7,17,Active,6.5
MTR1614,South,Industrial,30-04-2025,1443.7,41.4,12,Active,9.5
MTR1615,Central,Residential,09-06-2025,305.2,8.8,3,Active,6.5
MTR1616,Central,Commercial,04-06-2025,855.2,27.7,30,Active,8.2
MTR1617,South,Industrial,28-04-2025,1554.6,58.7,5,Active,9.5
MTR1618,North,Residential,13-05-2025,167.7,5.8,9,Active,6.5
MTR1619,Central,Industrial,07-02-2025,1672,59.4,4,Active,9.5
MTR1620,North,Residential,20-01-2025,232.3,7.9,0,Active,6.5
MTR1621,North,Industrial,09-06-2025,1851.4,56.6,1,Active,9.5
MTR1622,South,Industrial,30-11-2025,1046.7,35.5,12,Active,9.5
MTR1623,North,Residential,03-03-2025,292.6,9.7,21,Active,6.5
MTR1624,Central,Commercial,06-01-2025,833.1,26.9,25,Active,8.2
MTR1625,South,Industrial,26-02-2025,1545.7,57.4,25,Active,9.5
MTR1626,North,Industrial,07-11-2025,1573.4,56.3,3,Active,9.5
MTR1627,South,Commercial,28-05-2025,768.7,30.2,24,Active,8.2
MTR1628,Central,Commercial,22-01-2025,585.5,21.6,5,Active,8.2
MTR1629,Central,Commercial,28-02-2025,777.7,28.3,8,Active,8.2
MTR1630,North,Residential,10-04-2025,271.6,8.7,15,Active,6.5
MTR1631,Central,Industrial,09-12-2025,1503.6,43.3,14,Active,9.5
MTR1632,Central,Residential,14-10-2025,249.6,9.2,4,Active,6.5
MTR1633,Central,Residential,25-04-2025,294.5,11.2,0,Faulty,6.5
MTR1634,North,Commercial,23-10-2025,860.6,33.3,17,Active,8.2
MTR1635,North,Commercial,05-01-2025,768,25.2,20,Active,8.2
MTR1636,Central,Commercial,26-07-2025,653.1,21.6,3,Active,8.2
MTR1637,South,Residential,03-04-2025,282.3,8.7,1,Active,6.5
MTR1638,North,Industrial,17-04-2025,1417.8,46.9,1,Active,9.5
MTR1639,South,Residential,23-04-2025,255.6,9.1,1,Faulty,6.5
MTR1640,South,Industrial,31-10-2025,1749.8,58.8,16,Active,9.5
MTR1641,North,Industrial,18-01-2025,1987.8,75.5,2,Active,9.5
MTR1642,South,Industrial,20-05-2025,1521.8,49.2,5,Active,9.5
MTR1643,South,Industrial,14-07-2025,1621.8,46.9,15,Active,9.5
MTR1644,North,Industrial,17-05-2025,1420.6,52.8,0,Active,9.5
MTR1645,Central,Residential,28-04-2025,230.8,8.9,0,Active,6.5
MTR1646,North,Industrial,26-07-2025,1464.3,43.2,2,Faulty,9.5
MTR1647,North,Residential,29-12-2025,259.5,8.4,8,Active,6.5
MTR1648,North,Residential,17-10-2025,218.5,7.4,7,Active,6.5
MTR1649,North,Industrial,27-07-2025,1396.6,41.4,3,Faulty,9.5
MTR1650,South,Industrial,01-09-2025,1592,53.2,8,Active,9.5
MTR1651,South,Industrial,08-05-2025,2018.2,60.3,3,Active,9.5
MTR1652,South,Commercial,17-07-2025,715.8,20.5,22,Active,8.2
MTR1653,South,Industrial,24-02-2025,1510.4,56.3,13,Active,9.5
MTR1654,Central,Commercial,08-02-2025,681.3,27,6,Active,8.2
MTR1655,South,Residential,24-08-2025,222,6.5,1,Active,6.5
MTR1656,North,Commercial,29-06-2025,642.3,21.3,23,Active,8.2
MTR1657,Central,Residential,22-05-2025,250.3,7.5,5,Active,6.5
MTR1658,Central,Commercial,08-03-2025,812,26.4,5,Active,8.2
MTR1659,South,Industrial,15-08-2025,1670.7,51.7,27,Active,9.5
MTR1660,South,Residential,14-09-2025,274.5,10,8,Active,6.5
MTR1661,North,Industrial,13-02-2025,1384.5,49,4,Active,9.5
MTR1662,North,Residential,31-05-2025,259.5,8,5,Active,6.5
MTR1663,South,Commercial,23-11-2025,714.7,21.6,13,Active,8.2
MTR1664,Central,Commercial,07-12-2025,722.4,22.8,2,Active,8.2
MTR1665,Central,Commercial,16-10-2025,626.1,24.2,9,Active,8.2
MTR1666,North,Residential,23-05-2025,238.4,9.4,0,Active,6.5
MTR1667,Central,Commercial,13-11-2025,877.3,27.3,1,Active,8.2
MTR1668,South,Commercial,02-05-2025,822,24.6,15,Active,8.2
MTR1669,Central,Industrial,30-01-2025,1581,62.7,4,Active,9.5
MTR1670,South,Residential,02-04-2025,349.2,12.8,1,Active,6.5
MTR1671,North,Commercial,03-01-2025,734.1,24.8,0,Active,8.2
MTR1672,Central,Residential,20-01-2025,282.8,8.5,3,Active,6.5
MTR1673,South,Industrial,23-09-2025,2024.3,58.3,12,Active,9.5
MTR1674,North,Industrial,13-07-2025,1505.3,51.7,2,Active,9.5
MTR1675,South,Commercial,22-06-2025,728.2,23.8,1,Faulty,8.2
MTR1676,South,Industrial,03-08-2025,1657.6,62.3,1,Active,9.5
MTR1677,Central,Industrial,17-09-2025,1470.9,45.6,0,Active,9.5
MTR1678,South,Commercial,04-09-2025,905.1,32.5,15,Active,8.2
MTR1679,Central,Commercial,23-07-2025,814.8,26.7,3,Active,8.2
MTR1680,South,Industrial,06-10-2025,1670.2,50.4,8,Active,9.5
MTR1681,Central,Residential,16-05-2025,270.6,10.7,13,Active,6.5
MTR1682,South,Industrial,19-07-2025,1576,59.2,6,Active,9.5
MTR1683,Central,Commercial,09-09-2025,912.5,36.3,5,Active,8.2
MTR1684,North,Residential,19-03-2025,303.9,11.6,5,Faulty,6.5
MTR1685,North,Residential,28-08-2025,306.1,10,14,Active,6.5
MTR1686,North,Residential,19-05-2025,312.5,12.2,2,Active,6.5
MTR1687,Central,Industrial,17-04-2025,1605.1,56.2,1,Active,9.5
MTR1688,South,Commercial,15-07-2025,863.4,25.1,24,Active,8.2
MTR1689,North,Residential,14-08-2025,197.6,6.5,0,Active,6.5
MTR1690,South,Industrial,12-08-2025,1645.8,53.3,2,Active,9.5
MTR1691,North,Commercial,30-06-2025,712.6,20.6,11,Faulty,8.2
MTR1692,Central,Commercial,22-10-2025,1024.7,30.1,0,Active,8.2
MTR1693,Central,Industrial,28-02-2025,1768.9,58.4,0,Active,9.5
MTR1694,Central,Residential,03-07-2025,209.2,6.7,0,Active,6.5
MTR1695,Central,Residential,15-04-2025,330.4,11.8,3,Active,6.5
MTR1696,North,Industrial,24-07-2025,1374.8,47,18,Active,9.5
MTR1697,North,Industrial,08-02-2025,1724.9,68.3,23,Active,9.5
MTR1698,North,Commercial,16-08-2025,980.5,32.6,2,Active,8.2
MTR1699,Central,Commercial,04-09-2025,730.6,21.5,3,Active,8.2
MTR1700,Central,Residential,13-03-2025,319.9,9.4,16,Active,6.5
MTR1701,South,Residential,16-02-2025,326.8,13,2,Faulty,6.5
MTR1702,South,Residential,24-08-2025,259.9,9,8,Active,6.5
MTR1703,South,Industrial,15-12-2025,1586.7,57.4,14,Active,9.5
MTR1704,North,Industrial,22-07-2025,1672.5,56.4,3,Faulty,9.5
MTR1705,Central,Commercial,10-03-2025,764.9,24,17,Faulty,8.2
MTR1706,Central,Commercial,23-11-2025,806,31.5,4,Active,8.2
MTR1707,Central,Residential,22-12-2025,268.8,8.6,1,Active,6.5
MTR1708,North,Industrial,11-06-2025,1531.2,44.8,2,Active,9.5
MTR1709,South,Industrial,27-01-2025,1622.3,52.6,3,Active,9.5
MTR1710,Central,Industrial,30-11-2025,1957.2,75.4,14,Active,9.5
MTR1711,North,Industrial,09-01-2025,1854.4,73.8,21,Active,9.5
MTR1712,Central,Industrial,29-07-2025,1795.6,55,4,Active,9.5
MTR1713,South,Industrial,21-01-2025,2001.5,75.7,27,Active,9.5
MTR1714,South,Industrial,25-12-2025,1706.1,54.8,9,Active,9.5
MTR1715,North,Industrial,29-08-2025,1186.6,36.8,2,Active,9.5
MTR1716,Central,Commercial,14-12-2025,803.9,31.7,12,Active,8.2
MTR1717,Central,Industrial,30-07-2025,1318.9,38.6,9,Active,9.5
MTR1718,South,Commercial,23-10-2025,880.1,25.2,6,Active,8.2
MTR1719,Central,Residential,15-09-2025,258.8,7.6,0,Faulty,6.5
MTR1720,Central,Industrial,21-07-2025,1693.9,61.4,9,Active,9.5
MTR1721,North,Industrial,29-05-2025,1521.1,57.2,18,Active,9.5
MTR1722,South,Commercial,21-05-2025,840,32,8,Active,8.2
MTR1723,North,Industrial,24-02-2025,1152.8,38.8,7,Active,9.5
MTR1724,North,Residential,22-01-2025,243.9,9,2,Active,6.5
MTR1725,North,Industrial,20-01-2025,1275.1,41.4,14,Active,9.5
MTR1726,South,Commercial,17-03-2025,684,20.6,7,Active,8.2
MTR1727,South,Industrial,16-11-2025,1867.9,56.2,2,Active,9.5
MTR1728,Central,Commercial,29-03-2025,650.3,22.8,2,Active,8.2
MTR1729,Central,Industrial,09-12-2025,1921.7,71.9,19,Active,9.5
MTR1730,North,Industrial,26-01-2025,1632.9,47.2,1,Active,9.5
MTR1731,South,Residential,19-08-2025,283.3,11,22,Active,6.5
MTR1732,North,Industrial,24-05-2025,1782.6,58.5,1,Active,9.5
MTR1733,Central,Commercial,23-08-2025,899.3,31.2,14,Active,8.2
MTR1734,Central,Residential,06-06-2025,286.6,9.1,9,Active,6.5
MTR1735,Central,Industrial,13-01-2025,1311.5,45.8,10,Active,9.5
